,Product Position,Promotion,Sales Volume,Name,Price,Terms,Section,Season,Material,Origin,revenue
10637,End-cap,True,1127,TEXTURED POCKET JACKET BEIGE,1127.0,t-shirts,MAN,Summer,Cotton,China,1270129.0
10638,Aisle,True,971,CROPPED SUEDE FISHERMAN SANDALS BURGUNDY,971.0,jackets,WOMAN,Summer,Polyester,Portugal,942841.0
10639,End-cap,True,877,UTILITY HOODED DENIM JACKET SAND,877.0,jackets,WOMAN,Autumn,Denim,India,769129.0
10640,End-cap,True,818,RIBBED FAUX LEATHER OVERSIZED JACKET LIMITED EDITION BLACK,818.0,t-shirts,WOMAN,Autumn,Cotton,Vietnam,669124.0
10641,End-cap,True,1238,KNIT SWEATER WITH RIPS ECRU,1238.0,jackets,WOMAN,Autumn,Wool,Turkey,1532644.0
10642,End-cap,True,1144,SUEDE JACKET KHAKI #3,1144.0,jackets,MAN,Autumn,Cotton,Vietnam,1308736.0
10643,Aisle,True,667,LINEN WOOL BLEND FELT TEXTURE JACKET IVORY,667.0,sweaters,MAN,Summer,Linen,Portugal,444889.0
10644,End-cap,True,884,HERRINGBONE TEXTURED JACKET OLIVE,884.0,jackets,WOMAN,Spring,Cotton,China,781456.0
10645,Front of Store,True,1066,LINEN VINTAGE EFFECT LEATHER BOMBER JACKET,1066.0,jackets,WOMAN,Summer,Cotton,Turkey,1136356.0
10646,End-cap,True,903,FINE KNIT CROP SWEATER IVORY,903.0,t-shirts,WOMAN,Autumn,Wool Blend,Morocco,815409.0
10647,Front of Store,True,1472,OVERSIZED METAL BEAD KNIT SWEATER SKY BLUE,1472.0,jackets,WOMAN,Winter,Acrylic,China,2166784.0
10648,Aisle,True,1789,MOC-TOE SUEDE BOOTS BEIGE #3,1789.0,t-shirts,WOMAN,Winter,Wool Blend,Bangladesh,3200521.0
10649,End-cap,True,751,SLIM PUFFER JACKET WITH POUCH POCKET KHAKI,751.0,jackets,WOMAN,Winter,Wool,Morocco,564001.0
10650,Front of Store,True,1633,CROPPED GATHERED WAIST KNIT SWEATER OLIVE,1633.0,sweaters,MAN,Winter,Wool,China,2666689.0
10651,End-cap,True,1444,KNIT PUFFER JACKET WITH POUCH POCKET OLIVE,1444.0,t-shirts,WOMAN,Spring,Linen Blend,Portugal,2085136.0
10652,Front of Store,True,754,TAILORED ASYMMETRIC CROPPED KNIT SWEATER NAVY,754.0,sweaters,WOMAN,Autumn,Wool Blend,Bangladesh,568516.0
10653,Front of Store,True,1370,RIBBED BOUCLÉ TEXTURED JACKET ECRU,1370.0,jackets,WOMAN,Autumn,Cotton,Brazil,1876900.0
10654,End-cap,True,1534,SATIN LEATHER BIKER JACKET IVORY,1534.0,jackets,WOMAN,Autumn,Satin,India,2353156.0
10655,Aisle,True,906,UTILITY RIPPED STRAIGHT FIT JEANS KHAKI,906.0,jackets,WOMAN,Winter,Cotton,India,820836.0
10656,Aisle,True,1162,RELAXED TEXTURED POCKET OVERSHIRT ECRU,1162.0,sweaters,WOMAN,Winter,Polyester,Bangladesh,1350244.0
10657,End-cap,True,1020,CROPPED OVERSHIRT SKY BLUE,1020.0,t-shirts,WOMAN,Summer,Linen,Turkey,1040400.0
10658,End-cap,True,1453,LIGHTWEIGHT BOMBER JACKET WHITE,1453.0,t-shirts,WOMAN,Autumn,Wool Blend,Spain,2111209.0
10659,Aisle,True,767,STRETCH POCKET JACKET BURGUNDY,767.0,jackets,MAN,Autumn,Cotton,Turkey,588289.0
10660,End-cap,True,824,SUEDE RETRO SNEAKERS SAND,824.0,jackets,MAN,Autumn,Cotton,Spain,678976.0
10661,Aisle,True,1558,UTILITY TOPSTITCH SNEAKERS WHITE,1558.0,shoes,WOMAN,Winter,Wool,Turkey,2427364.0
10662,End-cap,True,925,SLIM FAUX SUEDE BOMBER JACKET,925.0,jackets,WOMAN,Winter,Cotton,Portugal,855625.0
10663,Front of Store,True,1017,POCKET DENIM OVERSHIRT OLIVE,1017.0,jackets,WOMAN,Winter,Denim,Morocco,1034289.0
10664,End-cap,True,790,REGULAR ZIPPERED WOOL BLEND OVERSHIRT BLACK,790.0,jackets,MAN,Autumn,Wool,Spain,624100.0
10665,End-cap,True,800,STRUCTURED ASYMMETRIC CROPPED KNIT SWEATER CHARCOAL,800.0,jackets,WOMAN,Autumn,Wool,Bangladesh,640000.0
10666,Front of Store,True,805,BELTED PADDED CORDUROY OVERSHIRT SAND,805.0,jackets,WOMAN,Autumn,Cotton,Cambodia,648025.0
10667,Aisle,True,1249,CROPPED COTTON BLEND BOMBER JACKET BROWN,1249.0,t-shirts,MAN,Autumn,Wool,Bangladesh,1560001.0
10668,End-cap,True,1427,QUILTED KNIT SWEATER WITH PEARLS BURGUNDY,1427.0,jackets,WOMAN,Autumn,Wool,Spain,2036329.0
10669,Front of Store,True,904,KNIT WOOL BLEND JACKET IVORY,904.0,jackets,WOMAN,Autumn,Wool Blend,Argentina,817216.0
10670,End-cap,True,1604,HIGH-WAIST TECHNICAL OVERSHIRT SAND,1604.0,jackets,MAN,Winter,Wool Blend,Bangladesh,2572816.0
10671,Aisle,True,899,STRUCTURED MULTIPIECE SNEAKERS,899.0,shoes,WOMAN,Spring,Cotton,Vietnam,808201.0
10672,Front of Store,True,1288,LINEN METAL BEAD KNIT SWEATER KHAKI,1288.0,jackets,MAN,Summer,Linen,India,1658944.0
10673,End-cap,True,1151,TEXTURED KNIT V-NECK SWEATER BROWN,1151.0,sweaters,MAN,Autumn,Wool,Portugal,1324801.0
10674,Aisle,True,1173,TAILORED SUEDE FISHERMAN SANDALS BURGUNDY,1173.0,t-shirts,MAN,Spring,Linen,Morocco,1375929.0
10675,Aisle,True,902,TEXTURED HERRINGBONE TEXTURED JACKET IVORY,902.0,sweaters,WOMAN,Autumn,Viscose,China,813604.0
10676,End-cap,True,855,RELAXED HOUNDSTOOTH SUIT JACKET KHAKI,855.0,jeans,WOMAN,Spring,Linen,Morocco,731025.0
10677,Front of Store,True,1178,BAGGY FIT JEANS CHARCOAL,1178.0,jackets,WOMAN,Autumn,Denim,Portugal,1387684.0
10678,Aisle,True,944,QUILTED DOUBLE STRAP SUEDE SANDALS ECRU,944.0,jackets,WOMAN,Spring,Linen,Cambodia,891136.0
10679,Aisle,True,740,CROPPED EMBROIDERED FOREST JACKET WHITE,740.0,jackets,MAN,Spring,Cotton,Spain,547600.0
10680,End-cap,True,678,BELTED LIGHTWEIGHT BOMBER JACKET STONE,678.0,jackets,MAN,Autumn,Denim,Bangladesh,459684.0
10681,Aisle,True,849,POCKET PUFFER JACKET WHITE,849.0,jackets,WOMAN,Winter,Wool,Turkey,720801.0
10682,Front of Store,True,810,SLIM FAUX SUEDE JACKET IVORY,810.0,jeans,WOMAN,Autumn,Polyester,Turkey,656100.0
10683,Aisle,True,1380,BELTED LEATHER JACKET BURGUNDY,1380.0,shoes,WOMAN,Spring,Linen,Bangladesh,1904400.0
10684,Front of Store,True,1231,BELTED TOPSTITCH SNEAKERS BLACK,1231.0,jackets,MAN,Autumn,Wool,Portugal,1515361.0
10685,Aisle,True,906,TEXTURED WEAVE OVERSHIRT BURGUNDY,906.0,sweaters,WOMAN,Autumn,Cotton,China,820836.0
10686,End-cap,True,939,STRETCH CROPPED LEATHER JACKET BURGUNDY,939.0,sweaters,WOMAN,Winter,Polyester,China,881721.0
10687,Aisle,True,946,SLIM 100% LINEN OVERSHIRT OLIVE,946.0,jackets,WOMAN,Summer,Linen,Morocco,894916.0
10688,Aisle,True,1401,FLARED FIT CARGO JEANS BURGUNDY,1401.0,jackets,MAN,Winter,Cotton,China,1962801.0
10689,Aisle,True,1074,TEXTURED EMBROIDERED PATCH JACKET NAVY,1074.0,shoes,WOMAN,Autumn,Polyester,Spain,1153476.0
10690,Aisle,True,807,RIBBED PADDED CORDUROY OVERSHIRT BEIGE,807.0,jackets,MAN,Autumn,Cotton,Cambodia,651249.0
10691,Front of Store,True,759,SATIN DOUBLE FACED JACKET,759.0,shoes,MAN,Autumn,Satin,Cambodia,576081.0
10692,End-cap,True,1860,TAILORED JACQUARD DENIM JACKET SAND,1860.0,shoes,WOMAN,Winter,Wool,Portugal,3459600.0
10693,Front of Store,True,1330,UTILITY ASYMMETRICAL WOOL AND SILK BLEND SWEATER,1330.0,shoes,MAN,Winter,Wool,Portugal,1768900.0
10694,Aisle,True,864,RELAXED BASIC SLIM FIT T-SHIRT BROWN,864.0,t-shirts,WOMAN,Spring,Linen,Brazil,746496.0
10695,Aisle,True,938,REGULAR MULTIPIECE SNEAKERS WHITE,938.0,jackets,WOMAN,Autumn,Cotton,India,879844.0
10696,Front of Store,True,1075,BOXY FIT DENIM JACKET SAND,1075.0,jackets,MAN,Autumn,Denim,Turkey,1155625.0
10697,Front of Store,True,1420,UTILITY KNIT PEARL SWEATER ECRU,1420.0,t-shirts,MAN,Winter,Acrylic,India,2016400.0
10698,End-cap,True,853,SATIN KNIT SWEATER WITH PIPING,853.0,jackets,MAN,Winter,Polyester,Morocco,727609.0
10699,Aisle,True,1468,OVERSIZED FAUX LEATHER BOMBER JACKET WHITE,1468.0,t-shirts,WOMAN,Autumn,Cotton,Morocco,2155024.0
10700,Front of Store,True,691,PLEATED PADDED BOMBER JACKET IVORY,691.0,jackets,MAN,Autumn,Polyester,China,477481.0
10701,Aisle,True,1540,STRETCH TECHNICAL PADDED JACKET KHAKI,1540.0,jackets,WOMAN,Winter,Cotton,Bangladesh,2371600.0
10702,Aisle,True,1685,EMBROIDERED BASIC 100% WOOL SWEATER BROWN,1685.0,sweaters,WOMAN,Winter,Wool,Bangladesh,2839225.0
10703,Aisle,True,806,DOUBLE-BREASTED DENIM SHIRT TAUPE,806.0,shoes,WOMAN,Winter,Cotton,China,649636.0
10704,Aisle,True,1710,LINEN CONTRAST TOPSTITCHING CROP KNIT SWEATER STONE,1710.0,shoes,WOMAN,Summer,Linen,Turkey,2924100.0
10705,End-cap,True,915,OVERSIZED TEXT T-SHIRT BROWN,915.0,shoes,WOMAN,Summer,Linen,Bangladesh,837225.0
10706,Aisle,True,823,DOUBLE-BREASTED CROPPED OVERSHIRT WHITE,823.0,jackets,WOMAN,Autumn,Polyester,India,677329.0
10707,Aisle,True,1242,TAILORED PADDED BOMBER JACKET WHITE,1242.0,jackets,WOMAN,Autumn,Cotton,India,1542564.0
10708,Front of Store,True,987,EMBROIDERED GATHERED WAIST KNIT SWEATER IVORY,987.0,t-shirts,WOMAN,Autumn,Wool Blend,Portugal,974169.0
10709,Aisle,True,1424,CROPPED CHUNKY SOLE CANVAS LACE-UP BOOTS SKY BLUE,1424.0,t-shirts,MAN,Spring,Denim,China,2027776.0
10710,Front of Store,True,1075,COLOR BLOCK PUFFER JACKET BURGUNDY,1075.0,jackets,WOMAN,Winter,Wool,Spain,1155625.0
10711,Aisle,True,1333,UTILITY WOOL BLEND FELT TEXTURE JACKET,1333.0,t-shirts,WOMAN,Winter,Wool Blend,India,1776889.0
10712,Aisle,True,1021,SATIN SUEDE SNEAKERS GREY,1021.0,jackets,WOMAN,Winter,Wool,China,1042441.0
10713,Aisle,True,1046,STRETCH FLEECE OVERSHIRT SAND,1046.0,jackets,WOMAN,Winter,Acrylic,Portugal,1094116.0
10714,Aisle,True,1468,CHUNKY SOLE HIGH TOP SNEAKERS BROWN,1468.0,jackets,WOMAN,Autumn,Wool Blend,China,2155024.0
10715,End-cap,True,990,TAILORED BOMBER JACKET CHARCOAL,990.0,t-shirts,WOMAN,Autumn,Cotton,India,980100.0
10716,Aisle,True,640,TECHNICAL JACKET WITH POCKETS SKY BLUE,640.0,sweaters,MAN,Autumn,Polyester,China,409600.0
10717,Aisle,True,1092,OVERSIZED HOODED DENIM JACKET BROWN,1092.0,shoes,WOMAN,Winter,Wool,China,1192464.0
10718,Aisle,True,1335,RELAXED CROPPED TEXTURED JACKET STONE,1335.0,jackets,MAN,Winter,Wool Blend,China,1782225.0
10719,Front of Store,True,1090,SATIN FINE KNIT CROP SWEATER TAUPE,1090.0,shoes,WOMAN,Winter,Acrylic,Turkey,1188100.0
10720,Front of Store,True,772,RETRO HIGH TOP SNEAKERS TAUPE,772.0,sweaters,WOMAN,Spring,Linen,China,595984.0
10721,Aisle,True,993,TEXTURED DENIM JACKET LIMITED EDITION ECRU,993.0,jackets,WOMAN,Winter,Wool,Bangladesh,986049.0
10722,Aisle,True,786,REGULAR LEATHER JACKET BROWN,786.0,jackets,MAN,Spring,Cotton,China,617796.0
10723,End-cap,True,711,SATIN COTTON JACKET TAUPE,711.0,sweaters,MAN,Spring,Denim,Spain,505521.0
10724,Aisle,True,1171,OVERSIZED COTTON JACKET BROWN,1171.0,sweaters,MAN,Autumn,Cotton,China,1371241.0
10725,End-cap,True,947,SLIM TECHNICAL OVERSHIRT OLIVE,947.0,shoes,MAN,Autumn,Wool Blend,Morocco,896809.0
10726,Front of Store,True,817,PLEATED ABSTRACT PRINT T-SHIRT SAND,817.0,shoes,WOMAN,Spring,Cotton,Brazil,667489.0
10727,Front of Store,True,1296,KNIT WOOL BLEND SUIT JACKET SKY BLUE,1296.0,shoes,WOMAN,Winter,Wool,Bangladesh,1679616.0
10728,Aisle,True,838,QUILTED STRIPED KNIT SWEATER BURGUNDY,838.0,jackets,WOMAN,Autumn,Acrylic,Morocco,702244.0
10729,Aisle,True,845,CHUNKY SOLE CANVAS LACE-UP BOOTS NAVY,845.0,sweaters,MAN,Autumn,Denim,Vietnam,714025.0
10730,Front of Store,True,1424,RIBBED CHUNKY SOLE CANVAS LACE-UP BOOTS ECRU,1424.0,jackets,WOMAN,Spring,Cotton,Portugal,2027776.0
10731,Front of Store,True,776,LONGLINE QUILTED JACKET BROWN #4,776.0,sweaters,MAN,Autumn,Viscose,India,602176.0
10732,End-cap,True,1031,STRUCTURED CONTRAST JACQUARD JACKET BURGUNDY,1031.0,shoes,WOMAN,Summer,Polyester,Portugal,1062961.0
10733,End-cap,True,1383,SATIN 100% FEATHER FILL PUFFER JACKET GREY,1383.0,jackets,WOMAN,Autumn,Wool Blend,Bangladesh,1912689.0
10734,Aisle,True,1458,BRAIDED COLOR BLOCK SWEATER SAND,1458.0,jackets,WOMAN,Winter,Wool,Portugal,2125764.0
10735,Aisle,True,1259,LINEN RETRO SNEAKERS BURGUNDY,1259.0,jackets,MAN,Spring,Linen,India,1585081.0
10736,Front of Store,True,963,JEWEL KNIT SWEATER TAUPE,963.0,jackets,MAN,Winter,Wool,Turkey,927369.0
10737,Aisle,True,1239,HIGH-WAIST BOUCLÉ TEXTURED JACKET SKY BLUE,1239.0,sweaters,MAN,Spring,Linen,Turkey,1535121.0
10738,End-cap,True,1551,LINEN MULTICOLOR SNEAKERS SKY BLUE,1551.0,jackets,WOMAN,Summer,Linen,Morocco,2405601.0
10739,Front of Store,True,1340,SATIN SUEDE LACELESS SNEAKERS WHITE,1340.0,sweaters,MAN,Spring,Satin,Turkey,1795600.0
10740,End-cap,True,982,KNIT TOPSTITCH SNEAKERS IVORY,982.0,jackets,WOMAN,Winter,Wool Blend,India,964324.0
10741,Front of Store,True,847,DOUBLE-BREASTED SUEDE JACKET BROWN,847.0,jackets,WOMAN,Spring,Linen Blend,India,717409.0
10742,Aisle,True,841,LINEN STRIPED KNIT SWEATER SKY BLUE,841.0,jackets,MAN,Summer,Linen,Portugal,707281.0
10743,Front of Store,True,870,REGULAR BASIC PUFFER JACKET STONE,870.0,sweaters,WOMAN,Autumn,Wool,China,756900.0
10744,Front of Store,True,778,LINEN HIGH COLLAR KNIT SWEATER BROWN,778.0,jackets,WOMAN,Spring,Linen,Morocco,605284.0
10745,Front of Store,True,804,TAILORED COTTON JACKET BROWN,804.0,sweaters,WOMAN,Autumn,Polyester,Turkey,646416.0
10746,Front of Store,True,1230,QUILTED 100% WOOL SUIT JACKET TAUPE,1230.0,jackets,MAN,Autumn,Polyester,Bangladesh,1512900.0
10747,End-cap,True,719,HIGH-WAIST KNIT SWEATER WITH PEARLS BEIGE,719.0,jackets,MAN,Autumn,Wool,China,516961.0
10748,Front of Store,True,1310,LINEN CROPPED BOMBER JACKET LIMITED EDITION STONE,1310.0,jackets,WOMAN,Spring,Linen,Turkey,1716100.0
10749,Aisle,True,1482,RIBBED LONGLINE QUILTED JACKET BURGUNDY,1482.0,sweaters,WOMAN,Spring,Cotton,Turkey,2196324.0
10750,Aisle,True,913,HIGH-WAIST BOMBER JACKET GREY,913.0,jackets,WOMAN,Spring,Polyester,China,833569.0
10751,Front of Store,True,1407,CONTRASTING COLLAR JACKET CHARCOAL,1407.0,sweaters,MAN,Winter,Cotton,China,1979649.0
10752,End-cap,True,826,DOUBLE-BREASTED PLAID OVERSHIRT SAND,826.0,jackets,WOMAN,Autumn,Polyester,Spain,682276.0
10753,Front of Store,True,1654,BELTED RIPPED DENIM JACKET STONE,1654.0,shoes,WOMAN,Winter,Wool Blend,Turkey,2735716.0
10754,Aisle,True,1348,BELTED STRIPED KNIT SWEATER BEIGE,1348.0,t-shirts,WOMAN,Spring,Wool,Bangladesh,1817104.0
10755,Aisle,True,937,HIGH-WAIST SUEDE LACELESS SNEAKERS SKY BLUE,937.0,jackets,WOMAN,Autumn,Wool Blend,Bangladesh,877969.0
10756,Aisle,True,1371,RELAXED VINTAGE EFFECT LEATHER BOMBER JACKET SAND,1371.0,jackets,WOMAN,Spring,Polyester,Cambodia,1879641.0
10757,Aisle,True,661,LINEN DOUBLE FACED JACKET SKY BLUE,661.0,jeans,MAN,Spring,Linen,Bangladesh,436921.0
10758,Aisle,True,1339,DOUBLE-BREASTED TEXTURED DENIM JACKET LIMITED EDITION BROWN,1339.0,t-shirts,WOMAN,Spring,Cotton,Spain,1792921.0
10759,Front of Store,True,863,RELAXED BOUCLÉ TEXTURED JACKET BEIGE,863.0,jackets,MAN,Spring,Wool Blend,Portugal,744769.0
10760,End-cap,True,1379,CROPPED PLAID TIE DYE OVERSHIRT GREY,1379.0,t-shirts,WOMAN,Summer,Linen Blend,China,1901641.0
10761,Front of Store,True,1463,RELAXED RIBBED KNIT T-SHIRT BROWN,1463.0,sweaters,WOMAN,Summer,Cotton,China,2140369.0
10762,Front of Store,True,1349,SUEDE RETRO SNEAKERS BLACK,1349.0,jackets,WOMAN,Autumn,Cotton,India,1819801.0
10763,Aisle,True,1190,SLIM OVERSHIRT SAND,1190.0,shoes,MAN,Autumn,Cotton,Morocco,1416100.0
10764,Front of Store,True,779,TEXTURED FAUX LEATHER BOXY FIT JACKET STONE,779.0,t-shirts,WOMAN,Autumn,Wool Blend,China,606841.0
10765,Front of Store,True,1033,DOUBLE-BREASTED CHUNKY SNEAKERS KHAKI,1033.0,jackets,WOMAN,Winter,Polyester,India,1067089.0
10766,Aisle,True,672,CROPPED BOUCLE TEXTURED VEST OLIVE,672.0,jackets,MAN,Spring,Cotton,Vietnam,451584.0
10767,Aisle,True,1258,LIGHTWEIGHT BOMBER JACKET KHAKI,1258.0,sweaters,WOMAN,Spring,Linen,China,1582564.0
10768,Front of Store,True,945,STRETCH RIBBED KNIT T-SHIRT,945.0,jackets,WOMAN,Summer,Cotton,Bangladesh,893025.0
10769,Aisle,True,1148,SATIN BAGGY FIT JEANS KHAKI,1148.0,sweaters,MAN,Autumn,Denim,India,1317904.0
10770,Front of Store,True,1697,TEXTURED PRINTED DENIM OVERSHIRT GREY,1697.0,jackets,WOMAN,Winter,Wool,China,2879809.0
10771,Aisle,True,942,DOUBLE-BREASTED CROPPED TEXTURED JACKET STONE,942.0,sweaters,WOMAN,Spring,Polyester,Turkey,887364.0
10772,Aisle,True,1437,OVERSIZED FLEECE OVERSHIRT BURGUNDY,1437.0,t-shirts,WOMAN,Autumn,Polyester,Morocco,2064969.0
10773,Front of Store,True,1536,STRIPED CROP KNIT SWEATER IVORY,1536.0,jackets,WOMAN,Winter,Wool,Portugal,2359296.0
10774,Aisle,True,1245,QUILTED PLAID TIE DYE OVERSHIRT NAVY,1245.0,jackets,MAN,Spring,Cotton,China,1550025.0
10775,End-cap,True,1459,QUILTED BOXY FIT DENIM JACKET BLACK,1459.0,sweaters,WOMAN,Winter,Denim,China,2128681.0
10776,Aisle,True,856,OVERSIZED CROPPED BOMBER JACKET LIMITED EDITION CHARCOAL,856.0,t-shirts,WOMAN,Autumn,Wool Blend,Bangladesh,732736.0
10777,Front of Store,True,1247,REGULAR KNIT PEARL SWEATER BEIGE,1247.0,jackets,MAN,Winter,Wool Blend,Bangladesh,1555009.0
10778,Front of Store,True,865,SLIM QUILTED STRUCTURED OVERSHIRT BURGUNDY,865.0,shoes,WOMAN,Autumn,Wool,Bangladesh,748225.0
10779,Aisle,True,1365,RIBBED FAUX SUEDE JACKET BEIGE,1365.0,jackets,MAN,Autumn,Wool Blend,Bangladesh,1863225.0
10780,Aisle,True,967,REGULAR KNIT SWEATER WITH BUTTONS GREY,967.0,t-shirts,WOMAN,Winter,Wool Blend,Bangladesh,935089.0
10781,Aisle,True,1198,OVERSIZED MOCK NECK WOOL AND SILK BLEND KNIT TOP SKY BLUE,1198.0,t-shirts,WOMAN,Winter,Wool,Bangladesh,1435204.0
10782,Front of Store,True,843,KNIT FLEECE BOMBER JACKET KHAKI,843.0,sweaters,WOMAN,Winter,Wool Blend,Bangladesh,710649.0
10783,Aisle,True,1224,CROPPED TEXT T-SHIRT BURGUNDY,1224.0,jackets,WOMAN,Spring,Cotton,Turkey,1498176.0
10784,Front of Store,True,1272,STRUCTURED FAUX SUEDE JACKET,1272.0,shoes,MAN,Spring,Cotton,China,1617984.0
10785,End-cap,True,992,LINEN CROPPED OVERSHIRT BURGUNDY,992.0,jackets,WOMAN,Summer,Cotton,Spain,984064.0
10786,Aisle,True,893,SATIN STRETCH POCKET OVERSHIRT OLIVE,893.0,shoes,WOMAN,Autumn,Satin,China,797449.0
10787,End-cap,True,1455,EMBROIDERED SUEDE SNEAKERS CHARCOAL,1455.0,t-shirts,MAN,Winter,Denim,Turkey,2117025.0
10788,Aisle,True,699,SATIN TEXT T-SHIRT BLACK,699.0,jackets,WOMAN,Spring,Cotton,Morocco,488601.0
10789,Front of Store,True,1301,TAILORED FAUX LEATHER OVERSIZED JACKET LIMITED EDITION KHAKI,1301.0,jackets,WOMAN,Spring,Cotton,Turkey,1692601.0
10790,Aisle,True,866,STRUCTURED HIKING BOOTS WHITE,866.0,jackets,WOMAN,Autumn,Denim,India,749956.0
10791,End-cap,True,1196,REGULAR CHUNKY SNEAKERS TAUPE,1196.0,sweaters,MAN,Winter,Polyester,Bangladesh,1430416.0
10792,Aisle,True,891,QUILTED RIPPED DENIM JACKET ECRU,891.0,jackets,WOMAN,Spring,Denim,Vietnam,793881.0
10793,Aisle,True,817,UTILITY POCKET JACKET BURGUNDY,817.0,t-shirts,WOMAN,Spring,Viscose,Cambodia,667489.0
10794,Aisle,True,841,CROPPED CONTRAST SOLE LEATHER SNEAKERS BROWN,841.0,t-shirts,MAN,Winter,Wool,Turkey,707281.0
10795,Aisle,True,850,ABSTRACT PRINT KNIT T-SHIRT IVORY,850.0,jackets,WOMAN,Spring,Cotton,Bangladesh,722500.0
10796,Aisle,True,1492,TAILORED DOUBLE FACED JACKET,1492.0,jackets,WOMAN,Spring,Cotton,China,2226064.0
10797,Aisle,True,914,DOUBLE-BREASTED RIB COLLAR JACKET BURGUNDY,914.0,jackets,WOMAN,Autumn,Acrylic,Argentina,835396.0
10798,Front of Store,True,1489,EMBROIDERED PRINTED CROPPED FIT SHIRT LIMITED EDITION WHITE,1489.0,jackets,WOMAN,Autumn,Cotton,China,2217121.0
10799,Front of Store,True,906,HIGH-WAIST ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER CHARCOAL,906.0,shoes,WOMAN,Autumn,Wool Blend,China,820836.0
10800,Aisle,True,1603,BELTED COTTON - LINEN BLEND JACKET KHAKI,1603.0,jackets,WOMAN,Summer,Cotton,Morocco,2569609.0
10801,Front of Store,True,905,TEXTURED POCKET OVERSHIRT OLIVE,905.0,sweaters,WOMAN,Autumn,Polyester,China,819025.0
10802,Aisle,True,1525,KNIT SWEATER WITH PIPING #3,1525.0,sweaters,WOMAN,Winter,Wool,Turkey,2325625.0
10803,Aisle,True,1382,STRETCH SUEDE SNEAKERS BEIGE,1382.0,jackets,WOMAN,Spring,Linen,India,1909924.0
10804,Aisle,True,1714,KNIT STRAIGHT SUIT JACKET TAUPE,1714.0,sweaters,WOMAN,Winter,Wool Blend,Bangladesh,2937796.0
10805,Aisle,True,1326,REGULAR TEXTURED SWEATER,1326.0,jackets,MAN,Autumn,Wool Blend,India,1758276.0
10806,End-cap,True,1370,EMBROIDERED CROPPED WASHED T-SHIRT BLACK,1370.0,t-shirts,WOMAN,Spring,Linen,Portugal,1876900.0
10807,End-cap,True,1601,MULTICOLOR SNEAKERS WHITE #4,1601.0,jackets,WOMAN,Winter,Cotton,India,2563201.0
10808,Front of Store,True,1290,UTILITY CABLE KNIT METALLIC SWEATER BLACK,1290.0,t-shirts,MAN,Autumn,Wool,Turkey,1664100.0
10809,Front of Store,True,1418,OVERSIZED KNIT SWEATER ECRU,1418.0,shoes,WOMAN,Spring,Linen,Portugal,2010724.0
10810,Front of Store,True,824,HIGH-WAIST ZIPPERED WOOL BLEND OVERSHIRT SAND,824.0,jackets,MAN,Autumn,Wool Blend,China,678976.0
10811,End-cap,True,692,TEXTURED POCKET PUFFER JACKET OLIVE,692.0,jackets,MAN,Autumn,Wool Blend,Cambodia,478864.0
10812,Front of Store,True,1306,BELTED MIXED COLLAR WAXED JACKET CHARCOAL,1306.0,jackets,WOMAN,Autumn,Wool,Bangladesh,1705636.0
10813,Aisle,True,894,STRETCH PLAID OVERSHIRT NAVY,894.0,sweaters,WOMAN,Summer,Linen,Turkey,799236.0
10814,End-cap,True,1523,RELAXED SOFT JEWEL SWEATER BURGUNDY,1523.0,jackets,MAN,Winter,Wool Blend,Bangladesh,2319529.0
10815,Aisle,True,1457,PLEATED CHUNKY SOLE CANVAS LACE-UP BOOTS BLACK,1457.0,jackets,WOMAN,Summer,Cotton,Brazil,2122849.0
10816,End-cap,True,1302,MOCK NECK WOOL AND SILK BLEND KNIT TOP TAUPE #3,1302.0,shoes,WOMAN,Autumn,Wool,Spain,1695204.0
10817,Aisle,True,1384,CONTRAST SOLE LEATHER SNEAKERS GREY,1384.0,jackets,WOMAN,Autumn,Viscose,Vietnam,1915456.0
10818,End-cap,True,1375,QUILTED FOIL KNIT CROP SWEATER WHITE,1375.0,sweaters,MAN,Winter,Wool Blend,Spain,1890625.0
10819,Front of Store,True,671,PLEATED COLOR BLOCK PUFFER JACKET IVORY,671.0,jackets,WOMAN,Autumn,Wool,Turkey,450241.0
10820,Aisle,True,1018,STRETCH POCKET OVERSHIRT CHARCOAL,1018.0,shoes,WOMAN,Winter,Cotton,China,1036324.0
10821,Aisle,True,811,PADDED BOMBER JACKET IVORY,811.0,jackets,WOMAN,Autumn,Cotton,Bangladesh,657721.0
10822,Aisle,True,1460,DOUBLE FACED JACKET SKY BLUE,1460.0,shoes,WOMAN,Autumn,Polyester,Pakistan,2131600.0
10823,End-cap,True,1281,PLEATED ZIPPERED JACKET SKY BLUE,1281.0,jackets,MAN,Spring,Viscose,Vietnam,1640961.0
10824,Aisle,True,763,POCKET OVERSHIRT BLACK,763.0,jackets,MAN,Spring,Cotton,China,582169.0
10825,End-cap,True,1402,SLIM RIPPED STRAIGHT FIT JEANS SAND,1402.0,t-shirts,MAN,Winter,Wool Blend,Turkey,1965604.0
10826,Aisle,True,1344,UTILITY HEART PRINT T-SHIRT SAND,1344.0,jackets,MAN,Spring,Cotton,Turkey,1806336.0
10827,End-cap,True,1526,SUEDE RETRO SNEAKERS GREY,1526.0,sweaters,WOMAN,Summer,Polyester,Turkey,2328676.0
